Orthogroup	chimp	human	rhesus
OG0000843	CEP85	CEP85	CEP85
OG0000844	SH3BGRL3	SH3BGRL3	SH3BGRL3
OG0000845	UBXN11	UBXN11	UBXN11
OG0000846	CD52	CD52	CD52
OG0000847	CRYBG2	CRYBG2	CRYBG2
OG0000848	ZNF683	ZNF683	ZNF683
OG0000849	LIN28A	LIN28A	LIN28A
OG0000850	DHDDS	DHDDS	DHDDS
OG0000851	HMGN2	HMGN2	LOC711421
OG0000852	RPS6KA1	RPS6KA1	RPS6KA1
OG0000853	ARID1A	ARID1A	ARID1A
OG0000854	PIGV	PIGV	PIGV
OG0000855	GPN2	GPN2	GPN2
OG0000856	GPATCH3	GPATCH3	GPATCH3
OG0000857	NUDC	NUDC	NUDC
OG0000858	NR0B2	NR0B2	NR0B2
OG0000859	KDF1	KDF1	KDF1
OG0000860	TRNP1	TRNP1	TRNP1
OG0000861	FAM46B	TENT5B	TENT5B
OG0000862	WDTC1	WDTC1	WDTC1
OG0000863	TMEM222	TMEM222	TMEM222
OG0000864	LOC101057190, LOC104001691		LOC705254
OG0000865	SYTL1	SYTL1	SYTL1
OG0000866	MAP3K6	MAP3K6	MAP3K6
OG0000867	FCN3	FCN3	FCN3
OG0000868	CD164L2	CD164L2	CD164L2
OG0000869	GPR3	GPR3	GPR3
OG0000870	WASF2	WASF2	WASF2
OG0000871	AHDC1	AHDC1	AHDC1
OG0000872	FGR	FGR	FGR
OG0000873	IFI6	IFI6	IFI6
OG0000874	STX12	STX12	STX12
OG0000875	PPP1R8	PPP1R8	PPP1R8
OG0000876	THEMIS2	THEMIS2	THEMIS2
OG0000877	RPA2	RPA2	RPA2
OG0000878	SMPDL3B	SMPDL3B	SMPDL3B
OG0000879	XKR8	XKR8	XKR8
OG0000880	EYA3	EYA3	EYA3
OG0000881	PTAFR	PTAFR	PTAFR
OG0000882	DNAJC8	DNAJC8	DNAJC8
OG0000883	ATP5IF1	ATP5IF1	ATP5IF1
OG0000884	MED18	MED18	MED18
OG0000885	PHACTR4	PHACTR4	PHACTR4
OG0000886	RCC1	RCC1	RCC1
OG0000887	TRNAU1AP	TRNAU1AP	TRNAU1AP
OG0000888	RAB42	RAB42	RAB42
OG0000889	TAF12	TAF12	TAF12
OG0000890	GMEB1	GMEB1	GMEB1
OG0000891	YTHDF2	YTHDF2	YTHDF2
OG0000892	TMEM200B	TMEM200B	TMEM200B
OG0000893	SRSF4	SRSF4	SRSF4
OG0000894	MECR	MECR	MECR
OG0000895	PTPRU	PTPRU	PTPRU
OG0000896	LAPTM5	LAPTM5	LAPTM5
OG0000897	NKAIN1	NKAIN1	NKAIN1
OG0000898	SNRNP40	SNRNP40	SNRNP40
OG0000899	ZCCHC17	ZCCHC17	ZCCHC17
OG0000900	FABP3	FABP3	FABP3
OG0000901	SERINC2	SERINC2	SERINC2
OG0000902	TINAGL1	TINAGL1	TINAGL1
OG0000903	HCRTR1	HCRTR1	HCRTR1
OG0000904	PEF1	PEF1	PEF1
OG0000905	COL16A1	COL16A1	COL16A1
OG0000906	ADGRB2	ADGRB2	ADGRB2
OG0000907	SPOCD1	SPOCD1	SPOCD1
OG0000908	KHDRBS1	KHDRBS1	KHDRBS1
OG0000909	TMEM39B	TMEM39B	TMEM39B
OG0000910	KPNA6	KPNA6	KPNA6
OG0000911	TXLNA	TXLNA	TXLNA
OG0000912	CCDC28B	CCDC28B	CCDC28B
OG0000913	IQCC	IQCC	IQCC
OG0000914	DCDC2B	DCDC2B	DCDC2B
OG0000915	TMEM234	TMEM234	TMEM234
OG0000916	EIF3I	EIF3I	EIF3I
OG0000917	FAM167B	FAM167B	FAM167B
OG0000918	HDAC1	HDAC1	HDAC1
OG0000919	MARCKSL1	MARCKSL1	MARCKSL1
OG0000920	FAM229A	FAM229A	FAM229A
OG0000921	TSSK3	TSSK3	TSSK3
OG0000922	BSDC1	BSDC1	BSDC1
OG0000923	ZBTB8OS	ZBTB8OS	ZBTB8OS
OG0000924	SYNC	SYNC	SYNC
OG0000925	KIAA1522	KIAA1522	KIAA1522
OG0000926	YARS	YARS1	YARS
OG0000927	S100PBP	S100PBP	S100PBP
OG0000928	TMEM54	TMEM54	TMEM54
OG0000929	RNF19B	RNF19B	RNF19B
OG0000930	AK2	AK2	AK2
OG0000931	TRIM62	TRIM62	TRIM62
OG0000932	ZNF362	ZNF362	ZNF362
OG0000933	A3GALT2	A3GALT2	A3GALT2
OG0000934	PHC2	PHC2	PHC2
OG0000935	ZSCAN20	ZSCAN20	ZSCAN20
OG0000936	CSMD2	CSMD2	CSMD2
OG0000937	HMGB4	HMGB4	HMGB4
OG0000938	C1H1orf94	C1orf94	C1H1orf94
OG0000939	GJB5	GJB5	GJB5
OG0000940	GJB4	GJB4	GJB4
OG0000941	GJB3	GJB3	GJB3
OG0000942	GJA4	GJA4	GJA4
OG0000943	DLGAP3	DLGAP3	DLGAP3
OG0000944	ZMYM1	ZMYM1	ZMYM1
OG0000945	SFPQ	SFPQ	SFPQ
OG0000946	ZMYM4	ZMYM4	ZMYM4
OG0000947	KIAA0319L	KIAA0319L	KIAA0319L
OG0000948	NCDN	NCDN	NCDN
OG0000949	TFAP2E	TFAP2E	TFAP2E
OG0000950	PSMB2	PSMB2	PSMB2
OG0000951	C1H1orf216	C1orf216	C1H1orf216
OG0000952	CLSPN	CLSPN	CLSPN
OG0000953	ADPRHL2	ADPRS	ADPRHL2
OG0000954	COL8A2	COL8A2	COL8A2
OG0000955	TRAPPC3	TRAPPC3	TRAPPC3
OG0000956	MAP7D1	MAP7D1	MAP7D1
OG0000957	THRAP3	THRAP3	THRAP3
OG0000958	SH3D21	SH3D21	SH3D21
OG0000959	LSM10	LSM10	LSM10
OG0000960	OSCP1	OSCP1	OSCP1
OG0000961	MRPS15	MRPS15	MRPS15
OG0000962	CSF3R	CSF3R	CSF3R
OG0000963	ZC3H12A	ZC3H12A	ZC3H12A
OG0000964	MEAF6	MEAF6	MEAF6
OG0000965	DNALI1	DNALI1	DNALI1
OG0000966	GNL2	GNL2	GNL2
OG0000967	RSPO1	RSPO1	RSPO1
OG0000968	C1H1orf109	C1orf109	C1H1orf109
OG0000969	CDCA8	CDCA8	CDCA8
OG0000970	EPHA10	EPHA10	EPHA10
OG0000971	MANEAL	MANEAL	MANEAL
OG0000972	YRDC	YRDC	YRDC
OG0000973	C1H1orf122	C1orf122	C1H1orf122
OG0000974	MTF1	MTF1	MTF1
OG0000975	INPP5B	INPP5B	INPP5B
OG0000976	SF3A3	SF3A3	SF3A3
OG0000977	UTP11	UTP11	UTP11
OG0000978	RRAGC	RRAGC	RRAGC
OG0000979	MYCBP	MYCBP	MYCBP
OG0000980	GJA9	GJA9	GJA9
OG0000981	RHBDL2	RHBDL2	RHBDL2
OG0000982	AKIRIN1	AKIRIN1	AKIRIN1
OG0000983	MACF1	MACF1	MACF1
OG0000984	PABPC4	PABPC4	PABPC4
OG0000985	HEYL	HEYL	HEYL
OG0000986	NT5C1A	NT5C1A	NT5C1A
OG0000987	PPIE	PPIE	PPIE
OG0000988	TRIT1	TRIT1	TRIT1
OG0000989	CAP1	CAP1	CAP1
OG0000990	PPT1	PPT1	PPT1
OG0000991	RLF	RLF	RLF
OG0000992	TMCO2	TMCO2	TMCO2
OG0000993	ZMPSTE24	ZMPSTE24	ZMPSTE24
OG0000994	COL9A2	COL9A2	COL9A2
OG0000995	EXO5	EXO5	EXO5
OG0000996	ZNF684	ZNF684	ZNF684
OG0000997	RIMS3	RIMS3	RIMS3
OG0000998	NFYC	NFYC	NFYC
OG0000999	KCNQ4	KCNQ4	KCNQ4
OG0001000	CITED4	CITED4	CITED4
OG0001001	CTPS1	CTPS1	CTPS1
OG0001002	SLFNL1	SLFNL1	SLFNL1
OG0001003	SCMH1	SCMH1	SCMH1
OG0001004	FOXO6	FOXO6	FOXO6
OG0001005	EDN2	EDN2	EDN2
OG0001006	HIVEP3	HIVEP3	HIVEP3
OG0001007	GUCA2B	GUCA2B	GUCA2B
OG0001008	GUCA2A	GUCA2A	GUCA2A
OG0001009	RIMKLA	RIMKLA	RIMKLA
OG0001010	ZMYND12	ZMYND12	ZMYND12
OG0001011	PPCS	PPCS	PPCS
OG0001012	CCDC30	CCDC30	CCDC30
OG0001013	YBX1	YBX1	YBX1
OG0001014	P3H1	P3H1	P3H1
OG0001015	C1H1orf50	C1orf50	C1H1orf50
OG0001016	TMEM269	TMEM269	TMEM269
OG0001017	SVBP	SVBP	SVBP
OG0001018	ERMAP	ERMAP	ERMAP
OG0001019	ZNF691	ZNF691	ZNF691
OG0001020	SLC2A1	SLC2A1	SLC2A1
OG0001021	EBNA1BP2	EBNA1BP2	EBNA1BP2
OG0001022	CFAP57	CFAP57	CFAP57
OG0001023	TMEM125	TMEM125	TMEM125
OG0001024	TIE1	TIE1	TIE1
OG0001025	CDC20	CDC20	CDC20
OG0001026	ELOVL1	ELOVL1	ELOVL1
OG0001027	MED8	MED8	MED8
OG0001028	HYI	HYI	HYI
OG0001029	PTPRF	PTPRF	PTPRF
OG0001030	KDM4A	KDM4A	KDM4A
OG0001031	ARTN	ARTN	ARTN
OG0001032	IPO13	IPO13	IPO13
OG0001033	DPH2	DPH2	DPH2
OG0001034	ATP6V0B	ATP6V0B	ATP6V0B
OG0001035	B4GALT2	B4GALT2	B4GALT2
OG0001036	CCDC24	CCDC24	CCDC24
OG0001037	SLC6A9	SLC6A9	SLC6A9
OG0001038	KLF17	KLF17	KLF17
OG0001039	LOC112208573	KLF18	KLF18
OG0001040	DMAP1	DMAP1	DMAP1
OG0001041	ERI3	ERI3	ERI3
OG0001042	RNF220	RNF220	RNF220
OG0001043	TMEM53	TMEM53	TMEM53
OG0001044	ARMH1	ARMH1	ARMH1
OG0001045	KIF2C	KIF2C	KIF2C
OG0001046	RPS8	RPS8	RPS8
OG0001047	BEST4	BEST4	BEST4
OG0001048	TCTEX1D4	DYNLT4	TCTEX1D4
OG0001049	BTBD19	BTBD19	BTBD19
OG0001050	EIF2B3	EIF2B3	EIF2B3
OG0001051	HECTD3	HECTD3	HECTD3
OG0001052	UROD	UROD	UROD
OG0001053	ZSWIM5	ZSWIM5	ZSWIM5
OG0001054	HPDL	HPDL	HPDL
OG0001055	MUTYH	MUTYH	MUTYH
OG0001056	TOE1	TOE1	TOE1
OG0001057	LOC741373	CCDC163	CCDC163
OG0001058	MMACHC	MMACHC	MMACHC
OG0001059	PRDX1	PRDX1	PRDX1
OG0001060	NASP	NASP	NASP
OG0001061	CCDC17	CCDC17	CCDC17
OG0001062	GPBP1L1	GPBP1L1	GPBP1L1
OG0001063	TMEM69	TMEM69	TMEM69
OG0001064	IPP	IPP	IPP
OG0001065	MAST2	MAST2	MAST2
OG0001066	TSPAN1	TSPAN1	TSPAN1
OG0001067	POMGNT1	POMGNT1	POMGNT1
OG0001068	LURAP1	LURAP1	LURAP1
OG0001069	RAD54L	RAD54L	RAD54L
OG0001070	LRRC41	LRRC41	LRRC41
OG0001071	NSUN4	NSUN4	NSUN4
OG0001072	LOC107976862	TMEM275	TMEM275
OG0001073	KNCN	KNCN	KNCN
OG0001074	MKNK1	MKNK1	MKNK1
OG0001075	ATPAF1	ATPAF1	ATPAF1
OG0001076	TEX38	TEX38	TEX38
OG0001077	EFCAB14	EFCAB14	EFCAB14
OG0001078	CYP4B1	CYP4B1	LOC709290
OG0001079	LOC100614519, LOC456834	CYP4Z1	
OG0001080	CYP4X1	CYP4X1	LOC709535
OG0001081	PDZK1IP1	PDZK1IP1	PDZK1IP1
OG0001082	TAL1	TAL1	TAL1
OG0001083	STIL	STIL	STIL
OG0001084	CMPK1	CMPK1	CMPK1
OG0001085	FOXD2	FOXD2	FOXD2
OG0001086	SPATA6	SPATA6	SPATA6
OG0001087	RPL35A	RPL35A	RPL35A
OG0001088	AGBL4	AGBL4, AGBL5	
OG0001089	BEND5	BEND5	BEND5
OG0001090	DMRTA2	DMRTA2	DMRTA2
OG0001091	FAF1	FAF1	FAF1
OG0001092	CDKN2C	CDKN2C	CDKN2C
OG0001093	C1H1orf185	C1orf185	C1H1orf185
OG0001094	RNF11	RNF11	RNF11
OG0001095	TTC39A	TTC39A	TTC39A
OG0001096	OSBPL9	OSBPL9	OSBPL9
OG0001097	NRDC	NRDC	NRDC
OG0001098	RAB3B	RAB3B	RAB3B
OG0001099	TXNDC12	TXNDC12	TXNDC12
OG0001100	KTI12	KTI12	KTI12
OG0001101	BTF3L4	BTF3L4	BTF3L4
OG0001102	ZFYVE9	ZFYVE9	ZFYVE9
OG0001103	CC2D1B	CC2D1B	CC2D1B
OG0001104	ORC1	ORC1	ORC1
OG0001105	PRPF38A	PRPF38A	PRPF38A
OG0001106	ZCCHC11	TUT4	TUT4
OG0001107	GPX7	GPX7	GPX7
OG0001108	SHISAL2A	SHISAL2A	SHISAL2A
OG0001109	COA7	COA7	LOC715580
OG0001110	ZYG11B	ZYG11B	ZYG11B
OG0001111	ZYG11A	ZYG11A	ZYG11A
OG0001112	ECHDC2	ECHDC2	ECHDC2
OG0001113	SCP2	SCP2	SCP2
OG0001114	PODN	PODN	PODN
OG0001115	CPT2	CPT2	CPT2
OG0001116	C1H1orf123	CZIB	CZIB
OG0001117	MAGOH	MAGOH	MAGOH
OG0001118	LRP8	LRP8	LRP8
OG0001119	DMRTB1	DMRTB1	DMRTB1
OG0001120	GLIS1	GLIS1	GLIS1
OG0001121	NDC1	NDC1	NDC1
OG0001122	YIPF1	YIPF1	YIPF1
OG0001123	DIO1	DIO1	DIO1
OG0001124	LRRC42	LRRC42	LRRC42
OG0001125	LDLRAD1	LDLRAD1	LDLRAD1
OG0001126	TMEM59	TMEM59	TMEM59
OG0001127	TCEANC2	TCEANC2	TCEANC2
OG0001128	CDCP2	CDCP2	CDCP2
OG0001129	CYB5RL	CYB5RL	CYB5RL
OG0001130	MRPL37	MRPL37	MRPL37
OG0001131	SSBP3	SSBP3	SSBP3
OG0001132	ACOT11	ACOT11	ACOT11
OG0001133	MROH7	MROH7	MROH7
OG0001134	TTC4	TTC4	TTC4
OG0001135	PARS2	PARS2	PARS2
OG0001136	TTC22	TTC22	TTC22
OG0001137	LEXM	LEXM	LEXM
OG0001138	DHCR24	DHCR24	DHCR24
OG0001139	TMEM61	TMEM61	TMEM61
OG0001140	BSND	BSND	BSND
OG0001141	PCSK9	PCSK9	PCSK9
OG0001142	USP24	USP24	USP24
OG0001143	PLPP3	PLPP3	PLPP3
OG0001144	PRKAA2	PRKAA2	PRKAA2
OG0001145	FYB2	FYB2	FYB2
OG0001146	C8A	C8A	C8A
OG0001147	C8B	C8B	C8B
OG0001148	DAB1	DAB1	DAB1
OG0001149	OMA1	OMA1	OMA1
OG0001150	MYSM1	MYSM1	MYSM1
OG0001151	JUN	JUN	JUN
OG0001152	FGGY	FGGY	FGGY
OG0001153	C1H1orf87	C1orf87	C1H1orf87
OG0001154	NFIA	NFIA	NFIA
OG0001155	TM2D1	TM2D1	TM2D1
OG0001156	PATJ	PATJ	PATJ
OG0001157	L1TD1	L1TD1	L1TD1
OG0001158	KANK4	KANK4	KANK4
OG0001159	ANGPTL3	ANGPTL3	ANGPTL3
OG0001160	FOXD3	FOXD3	FOXD3
OG0001161	ALG6	ALG6	ALG6
OG0001162	ITGB3BP	ITGB3BP	ITGB3BP
OG0001163	EFCAB7	EFCAB7	EFCAB7
OG0001164	PGM1	PGM1	PGM1
OG0001165	ROR1	ROR1	ROR1
OG0001166	UBE2U	UBE2U	UBE2U
OG0001167	CACHD1	CACHD1	CACHD1
OG0001168	RAVER2	RAVER2	RAVER2
OG0001169	JAK1	JAK1	JAK1
OG0001170	AK4	AK4	AK4
OG0001171	DNAJC6	DNAJC6	DNAJC6
OG0001172	LEPROT	LEPROT	LEPROT
OG0001173	LEPR	LEPR	LEPR
OG0001174	SGIP1	SGIP1	SGIP1
OG0001175	TCTEX1D1	DYNLT5	TCTEX1D1
OG0001176	INSL5	INSL5	INSL5
OG0001177	WDR78	DNAI4	WDR78
OG0001178	MIER1	MIER1	MIER1
OG0001179	SLC35D1	SLC35D1	SLC35D1
OG0001180	C1H1orf141	C1orf141	C1H1orf141
OG0001181	IL23R	IL23R	IL23R
OG0001182	IL12RB2	IL12RB2	IL12RB2
OG0001183	SERBP1	SERBP1	SERBP1
OG0001184	GADD45A	GADD45A	GADD45A
OG0001185	DIRAS3	DIRAS3	DIRAS3
OG0001186	WLS	WLS	WLS
OG0001187	RPE65	RPE65	RPE65
OG0001188	DEPDC1	DEPDC1	DEPDC1
OG0001189	LRRC7	LRRC7	LRRC7
OG0001190	SRSF11	SRSF11	SRSF11
OG0001191	ANKRD13C	ANKRD13C	ANKRD13C
OG0001192	CTH	CTH	CTH
OG0001193	PTGER3	PTGER3	PTGER3
OG0001194	ZRANB2	ZRANB2	ZRANB2
OG0001195	NEGR1	NEGR1	NEGR1
OG0001196	LRRIQ3	LRRIQ3	LRRIQ3
OG0001197	FPGT	FPGT	FPGT
OG0001198	LRRC53	LRRC53	LRRC53
OG0001199	ERICH3	ERICH3	ERICH3
OG0001200	CRYZ	CRYZ	CRYZ
OG0001201	TYW3	TYW3	TYW3
OG0001202	LHX8	LHX8	LHX8
OG0001203	SLC44A5	SLC44A5	SLC44A5
OG0001204	RABGGTB	RABGGTB	RABGGTB
OG0001205	ASB17	ASB17	ASB17
OG0001206	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3
OG0001207	ST6GALNAC5	ST6GALNAC5	ST6GALNAC5
OG0001208	PIGK	PIGK	PIGK
OG0001209	AK5	AK5	AK5
OG0001210	ZZZ3	ZZZ3	ZZZ3
OG0001211	MIGA1	MIGA1	MIGA1
OG0001212	NEXN	NEXN	NEXN
OG0001213	FUBP1	FUBP1	FUBP1
OG0001214	DNAJB4	DNAJB4	DNAJB4
OG0001215	GIPC2	GIPC2	GIPC2
OG0001216	PTGFR	PTGFR	PTGFR
OG0001217	IFI44L	IFI44L	IFI44L
OG0001218	IFI44	IFI44	IFI44
OG0001219	ADGRL4	ADGRL4	ADGRL4
OG0001220	ADGRL2	ADGRL2	ADGRL2
OG0001221	DNASE2B	DNASE2B	DNASE2B
OG0001222	GNG5	GNG5	GNG5
OG0001223	SPATA1	SPATA1	SPATA1
OG0001224	CTBS	CTBS	CTBS
OG0001225	SSX2IP	SSX2IP	SSX2IP
OG0001226	LPAR3	LPAR3	LPAR3
OG0001227	MCOLN2	MCOLN2	MCOLN2
OG0001228	MCOLN3	MCOLN3	MCOLN3
OG0001229	WDR63	DNAI3	WDR63
OG0001230	SYDE2	SYDE2	SYDE2
OG0001231	C1H1orf52	C1orf52	C1H1orf52
OG0001232	BCL10	BCL10	BCL10
OG0001233	DDAH1	DDAH1	DDAH1
OG0001234	CYR61	CCN1	CCN1
OG0001235	ZNHIT6	ZNHIT6	ZNHIT6
OG0001236	COL24A1	COL24A1	COL24A1
OG0001237	ODF2L	ODF2L	ODF2L
OG0001238	CLCA2	CLCA2	CLCA2
OG0001239	CLCA1	CLCA1	CLCA1
OG0001240	CLCA4	CLCA4	LOC712123
OG0001241	SH3GLB1	SH3GLB1	SH3GLB1
OG0001242	SELENOF	SELENOF	SELENOF
OG0001243	HS2ST1	HS2ST1	HS2ST1
OG0001244	LMO4	LMO4	LMO4
OG0001245	PKN2	PKN2	PKN2
OG0001246	GTF2B	GTF2B	GTF2B
OG0001247	KYAT3	KYAT3	KYAT3
OG0001248	LRRC8B	LRRC8B	LRRC8B
OG0001249	LRRC8C	LRRC8C	LRRC8C
OG0001250	LRRC8D	LRRC8D	LRRC8D
OG0001251	ZNF326	ZNF326	ZNF326
OG0001252	BARHL2	BARHL2	BARHL2
OG0001253	ZNF644	ZNF644	ZNF644
OG0001254	CDC7	CDC7	CDC7
OG0001255	TGFBR3	TGFBR3	TGFBR3
OG0001256	BRDT	BRDT	BRDT
OG0001257	EPHX4	EPHX4	EPHX4
OG0001258	SETSIP	SETSIP, TSPYL6	
OG0001259	BTBD8	BTBD8	LOC705652
OG0001260	C1H1orf146	C1orf146	C1H1orf146
OG0001261	GLMN	GLMN	GLMN
OG0001262	RPAP2	RPAP2	RPAP2
OG0001263	GFI1	GFI1	GFI1
OG0001264	EVI5	EVI5	EVI5
OG0001265	RPL5	RPL5	RPL5
OG0001266	FAM69A	DIPK1A	DIPK1A
OG0001267	MTF2	MTF2	MTF2
OG0001268	TMED5	TMED5	TMED5
OG0001269	CCDC18	CCDC18	CCDC18
OG0001270	DR1	DR1	DR1
OG0001271	FNBP1L	FNBP1L	FNBP1L
OG0001272	BCAR3	BCAR3	BCAR3
OG0001273	DNTTIP2	DNTTIP2	DNTTIP2
OG0001274	GCLM	GCLM	GCLM
OG0001275	ARHGAP29	ARHGAP29	ARHGAP29
OG0001276	ABCD3	ABCD3	ABCD3
OG0001277	F3	F3	F3
OG0001278	SLC44A3	SLC44A3	SLC44A3
OG0001279	CNN3	CNN3	CNN3
OG0001280	ALG14	ALG14	ALG14
OG0001281	RWDD3	RWDD3	RWDD3
OG0001282	PTBP2	PTBP2	PTBP2
OG0001283	DPYD	DPYD	DPYD
OG0001284	PLPPR4	PLPPR4	PLPPR4
OG0001285	PALMD	PALMD	PALMD
OG0001286	FRRS1	FRRS1	FRRS1
OG0001287	AGL	AGL	AGL
OG0001288	SLC35A3	SLC35A3	SLC35A3
OG0001289	MFSD14A	MFSD14A	MFSD14A
OG0001290	SASS6	SASS6	SASS6
OG0001291	TRMT13	TRMT13	TRMT13
OG0001292	LRRC39	LRRC39	LRRC39
OG0001293	DBT	DBT	DBT
OG0001294	RTCA	RTCA	RTCA
OG0001295	GPR88	GPR88	GPR88
OG0001296	VCAM1	VCAM1	VCAM1
OG0001297	EXTL2	EXTL2	EXTL2
OG0001298	SLC30A7	SLC30A7	SLC30A7
OG0001299	DPH5	DPH5	DPH5
OG0001300	S1PR1	S1PR1	S1PR1
OG0001301	OLFM3	OLFM3	OLFM3
OG0001302	COL11A1	COL11A1	COL11A1
OG0001303	RNPC3	RNPC3	RNPC3
OG0001304	NTNG1	NTNG1	NTNG1
OG0001305	VAV3	VAV3	VAV3
OG0001306	FAM102B	FAM102B	FAM102B
OG0001307	HENMT1	HENMT1	HENMT1
OG0001308	PRPF38B	PRPF38B	PRPF38B
OG0001309	FNDC7	FNDC7	FNDC7
OG0001310	STXBP3	STXBP3	STXBP3
OG0001311	AKNAD1	AKNAD1	AKNAD1
OG0001312	GPSM2	GPSM2	GPSM2
OG0001313	CLCC1	CLCC1	CLCC1
OG0001314	WDR47	WDR47	WDR47
OG0001315	TAF13	TAF13	TAF13
OG0001316	TMEM167B	TMEM167B	TMEM167B
OG0001317	C1H1orf194	C1orf194	C1H1orf194
OG0001318	PSRC1	PSRC1	PSRC1
OG0001319	MYBPHL	MYBPHL	MYBPHL
OG0001320	SYPL2	SYPL2	SYPL2
OG0001321	ATXN7L2	ATXN7L2	ATXN7L2
OG0001322	CYB561D1	CYB561D1	LOC107000234
OG0001323	AMIGO1	AMIGO1	AMIGO1
OG0001324	GPR61	GPR61	GPR61
OG0001325	AMPD2	AMPD2	AMPD2
OG0001326	GSTM3	GSTM3	GSTM3
OG0001327	EPS8L3	EPS8L3	EPS8L3
OG0001328	CSF1	CSF1	CSF1
OG0001329	UBL4B	UBL4B	UBL4B
OG0001330	SLC6A17	SLC6A17	SLC6A17
OG0001331	KCNC4	KCNC4	KCNC4
OG0001332	RBM15	RBM15	RBM15
OG0001333	PROK1	PROK1	PROK1
OG0001334	KCNA10	KCNA10	KCNA10
OG0001335	KCNA2	KCNA2	KCNA2
OG0001336	KCNA3	KCNA3	KCNA3
OG0001337	LRIF1	LRIF1	LRIF1
OG0001338	DRAM2	DRAM2	DRAM2
OG0001339	DENND2D	DENND2D	DENND2D
OG0001340	CHI3L2	CHI3L2	CHI3L2
OG0001341	PIFO	PIFO	PIFO
OG0001342	OVGP1	OVGP1	OVGP1
OG0001343	WDR77	WDR77	WDR77
OG0001344	ATP5PB	ATP5PB	ATP5PB
OG0001345	C1H1orf162	C1orf162	C1H1orf162
OG0001346	TMIGD3	TMIGD3	TMIGD3
OG0001347	ADORA3	ADORA3	ADORA3
OG0001348	RAP1A	RAP1A	RAP1A
OG0001349	FAM212B	INKA2	INKA2
OG0001350	DDX20	DDX20	DDX20
OG0001351	MOV10	MOV10	MOV10
OG0001352	PPM1J	PPM1J	PPM1J
OG0001353	FAM19A3	TAFA3	TAFA3
OG0001354	SLC16A1	SLC16A1	SLC16A1
OG0001355	BCL2L15	BCL2L15	BCL2L15
OG0001356	AP4B1	AP4B1	AP4B1
OG0001357	DCLRE1B	DCLRE1B	DCLRE1B
OG0001358	OLFML3	OLFML3	OLFML3
OG0001359	SYT6	SYT6	SYT6
OG0001360	BCAS2	BCAS2	BCAS2
OG0001361	AMPD1	AMPD1	AMPD1
OG0001362	NRAS	NRAS	NRAS
OG0001363	CSDE1	CSDE1	CSDE1
OG0001364	SIKE1	SIKE1	SIKE1
OG0001365	SYCP1	SYCP1	SYCP1
OG0001366	TSHB	TSHB	TSHB
OG0001367	TSPAN2	TSPAN2	TSPAN2
OG0001368	NGF	NGF	NGF
OG0001369	VANGL1	VANGL1	VANGL1
OG0001370	CASQ2	CASQ2	CASQ2
OG0001371	NHLH2		FERD3L, NHLH2
OG0001372	SLC22A15	SLC22A15	SLC22A15
OG0001373	MAB21L3	MAB21L3	MAB21L3
OG0001374	CD58	CD58	CD58
OG0001375	IGSF3	IGSF3	IGSF3
OG0001376	CD2	CD2	CD2
OG0001377	PTGFRN	PTGFRN	PTGFRN
OG0001378	CD101	CD101	CD101
OG0001379	TTF2	TTF2	TTF2
OG0001380	TRIM45	TRIM45	TRIM45
OG0001381	VTCN1	VTCN1	VTCN1
OG0001382	MAN1A2	MAN1A2	MAN1A2
OG0001383	FAM46C	TENT5C	TENT5C
OG0001384	GDAP2	GDAP2	GDAP2
OG0001385	WDR3	WDR3	WDR3
OG0001386	SPAG17	SPAG17	SPAG17
OG0001387	WARS2	WARS2	WARS2
OG0001388	HAO2	HAO2	HAO2
OG0001389	ZNF697	ZNF697	ZNF697
OG0001390	PHGDH	PHGDH	PHGDH
OG0001391	HMGCS2	HMGCS2	HMGCS2
OG0001392	REG4	REG4	REG4
OG0001393	ADAM30	ADAM30	ADAM30
OG0001394	NOTCH2	NOTCH2	NOTCH2
OG0001395	LOC745074, PDE4DIP		LOC107000487
OG0001396	GJA5	GJA5	GJA5
OG0001397	ACP6	ACP6	ACP6
OG0001398	BCL9	BCL9	BCL9
OG0001399	CHD1L	CHD1L	CHD1L
OG0001400	FMO5	FMO5	FMO5
OG0001401	PRKAB2	PRKAB2	PRKAB2
OG0001402	CD160	CD160	CD160
OG0001403	RNF115	RNF115	RNF115
OG0001404	POLR3C	POLR3C	POLR3C
OG0001405	NUDT17	NUDT17	NUDT17
OG0001406	PIAS3	PIAS3	PIAS3
OG0001407	ANKRD35	ANKRD35	ANKRD35
OG0001408	ITGA10	ITGA10	ITGA10
OG0001409	PEX11B	PEX11B	PEX11B
OG0001410	RBM8A	RBM8A	RBM8A
OG0001411	LIX1L	LIX1L	LIX1L
OG0001412	POLR3GL	POLR3GL	POLR3GL
OG0001413	ANKRD34A	ANKRD34A	ANKRD34A
OG0001414	HJV	HJV	HJV
OG0001415	SEC22B	SEC22B	SEC22B
OG0001416	LOC749061	LOC101929805	LOC704296
OG0001417	LOC457259	FCGR1A	FCGR1A
OG0001418	BOLA1	BOLA1	BOLA1
OG0001419	SV2A	SV2A	SV2A
OG0001420	MTMR11	MTMR11	MTMR11
OG0001421	OTUD7B	OTUD7B	OTUD7B
OG0001422	VPS45	VPS45	VPS45
OG0001423	PLEKHO1	PLEKHO1	PLEKHO1
OG0001424	ANP32E	ANP32E	ANP32E
